"test5","test1","test2","test1","1"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","North Dakota","10th grade","1.6666666666666667"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","North Dakota","11th grade","3.1666666666666665"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","North Dakota","12th grade","0.6"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Ohio","2 or more races","3.2"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Ohio","Hispanic or Latino","0.65"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Ohio","Not Hispanic or Latino","1.2"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Ohio","Black or African American only, not Hisp/Latino","0.7"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Ohio","White only, not Hispanic or Latino","0.6"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Ohio","Female","1.05"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Ohio","At least some college","1"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Ohio","9th grade","1"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Ohio","10th grade","1.15"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Ohio","11th grade","1.5"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Ohio","12th grade","1.2"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Oklahoma","2 or more races","2.3"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Oklahoma","Hispanic or Latino","1.25"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Oklahoma","Not Hispanic or Latino","2.4"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Oklahoma","Black or African American only, not Hisp/Latino","1.35"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Oklahoma","White only, not Hispanic or Latino","0.6499999999999999"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Oklahoma","Female","2.15"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Oklahoma","At least some college","1.9"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Oklahoma","9th grade","2.35"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Oklahoma","10th grade","1.85"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Oklahoma","11th grade","1.6"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Pennsylvania","12th grade","2"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Rhode Island","2 or more races","3.6666666666666665"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Rhode Island","Hispanic or Latino","1.9000000000000001"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Rhode Island","Not Hispanic or Latino","5.1"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Rhode Island","Black or African American only, not Hisp/Latino","1.5999999999999999"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Rhode Island","White only, not Hispanic or Latino","0.8666666666666667"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Rhode Island","Female","3.266666666666667"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Rhode Island","At least some college","2.4999999999999996"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Rhode Island","9th grade","2.9333333333333336"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Rhode Island","10th grade","1.5"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Rhode Island","11th grade","1.7333333333333334"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Rhode Island","12th grade","0.8"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","South Carolina","Hispanic or Latino","0.8"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","South Carolina","Not Hispanic or Latino","1.1"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","South Carolina","Black or African American only, not Hisp/Latino","0.9"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","South Carolina","White only, not Hispanic or Latino","0.9"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","South Carolina","Female","1"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","South Carolina","At least some college","1.3"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","South Carolina","9th grade","1.5"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","South Carolina","10th grade","1.3"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","South Carolina","11th grade","1.4"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","South Carolina","12th grade","3"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","South Dakota","Hispanic or Latino","2.9333333333333336"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","South Dakota","Black or African American only, not Hisp/Latino","3"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","South Dakota","White only, not Hispanic or Latino","1.0999999999999999"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","South Dakota","Female","4.933333333333334"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","South Dakota","At least some college","3.733333333333333"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","South Dakota","9th grade","4.633333333333334"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","South Dakota","10th grade","2.0666666666666664"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","South Dakota","11th grade","3.6666666666666665"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","South Dakota","12th grade","0.75"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Tennessee","2 or more races","4"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Tennessee","Hispanic or Latino","0.75"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Tennessee","Not Hispanic or Latino","0.85"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Tennessee","Black or African American only, not Hisp/Latino","0.8500000000000001"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Tennessee","White only, not Hispanic or Latino","0.5"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Tennessee","Female","1.2999999999999998"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Tennessee","At least some college","1.05"
"Injury and Violence Prevention","15-39 Weapon carrying by adolescents on school property (grades 9 through 12)","Tennessee","9th grade","1.25"
